id,host_id,host_name,host_since,host_response_rate,host_listings_count,host_total_listings_count,city,state,zipcode,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month
4863533,15448291,Tucker,12-05-2014,N/A,1,1,Seattle,WA,98103,United States,Apartment,Entire home/apt,5,1,2,6,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",100,,,,,1,0,3,1125,2,90,moderate,0.36
4360485,20321164,Noel,20-08-2014,100%,3,3,Seattle,WA,98117,United States,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",63,226,800,100,50,0,0,1,30,16,96,flexible,1.54
8194286,43134999,Eugene,01-09-2015,N/A,1,1,Seattle,WA,98103,United States,House,Entire home/apt,4,1,2,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",100,,,,,1,0,2,8,1,100,moderate,0.3
5524847,2608801,Jay,11-06-2012,100%,2,2,Seattle,WA,98103,United States,Apartment,Entire home/apt,5,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",135,"1,100.00","4,200.00",300,95,3,10,2,1125,20,91,strict,2.26
9236814,6074466,Annika,24-04-2013,100%,1,1,Seattle,WA,98117,United States,House,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",125,,,,60,4,25,2,1125,0,,flexible,
8483744,39833154,Gabbi,28-07-2015,100%,1,1,Seattle,WA,98103,United States,House,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",69,550,,250,50,2,0,2,21,1,80,moderate,1
609421,3018655,Louise,22-07-2012,100%,2,2,Seattle,WA,98117,United States,House,Private room,4,1,1,3,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",280,"1,400.00","4,200.00",,50,4,40,1,1125,2,90,moderate,0.12
3543247,17834927,Jeffrey,08-07-2014,100%,1,1,Seattle,WA,98117,United States,House,Entire home/apt,4,1,1,3,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",160,"1,000.00","4,000.00",,60,2,10,1,1125,58,100,moderate,4
4567243,2855271,Andrew,07-07-2012,50%,1,1,Seattle,WA,98103,United States,House,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",75,490,"1,700.00",,50,1,0,7,31,2,100,moderate,0.16
749758,1397063,Rita,11-11-2011,100%,2,2,Seattle,WA,98103,United States,House,Entire home/apt,5,1,3,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector""}",98,,"2,330.00",,,1,0,1,365,13,85,moderate,0.4
4854767,24974793,Libby,18-12-2014,100%,1,1,Seattle,WA,98103,United States,House,Entire home/apt,3,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",109,732,"2,290.00",200,75,2,25,1,1125,19,93,moderate,1.52
8129537,32725444,Keith,06-05-2015,100%,1,1,Seattle,WA,98103,United States,House,Entire home/apt,5,1,3,3,Real Bed,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",125,750,"1,950.00",,100,1,0,2,60,0,,flexible,
5014835,10420224,Shirin,04-12-2013,N/A,1,1,Seattle,WA,98103,United States,House,Entire home/apt,5,2,4,3,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",225,,,,50,2,25,1,1125,2,100,flexible,0.23
421168,2094547,Samantha & Peter,08-04-2012,100%,1,1,Seattle,WA,98103,United States,Other,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",Essentials,Shampoo}",69,,,,10,2,0,1,7,209,96,strict,4.91
58503,157262,Visala,02-07-2010,100%,1,1,Seattle,WA,98103,United States,House,Entire home/apt,4,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",75,475,"1,750.00",,,2,20,1,30,76,94,flexible,4.91
7881802,3584237,Brooke,16-09-2012,100%,1,1,Seattle,WA,98103,United States,House,Entire home/apt,10,3,4,5,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",300,"1,600.00","5,900.00",250,159,6,25,2,180,4,85,strict,1.19
9562586,24713520,Suzanne,10-12-2014,100%,1,1,Seattle,WA,98117,United States,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Iron,""Laptop Friendly Workspace""}",60,,,,40,0,20,2,30,0,,strict,
10340165,42627942,Hannah,26-08-2015,88%,3,3,Seattle,WA,98133,United States,House,Private room,2,1,1,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Other pet(s)"",Heating,Washer,Dryer,Essentials,Iron}",43,,,,,1,0,1,1125,0,,flexible,
370361,1865986,Sheldon,05-03-2012,100%,2,2,Seattle,WA,98117,United States,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer""}",85,550,"1,750.00",,50,2,0,3,30,113,98,moderate,2.47
3753645,1135078,Eri,09-09-2011,N/A,1,1,Seattle,WA,98177,United States,Townhouse,Private room,2,1,1,1,Pull-out Sofa,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",110,,,,,1,0,1,1125,0,,flexible,
3535171,3152296,Lynda,03-08-2012,100%,2,2,Seattle,WA,98103,United States,House,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in""}",52,,,,20,1,5,1,1125,44,95,strict,2.47
2037250,1865986,Sheldon,05-03-2012,100%,2,2,Seattle,WA,98117,United States,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,Essentials}",100,650,,,50,2,0,3,30,23,97,moderate,1.03
2605975,4746283,Nadine,17-01-2013,100%,1,1,Seattle,WA,98103,United States,House,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",50,,,,10,1,10,1,21,52,89,strict,2.73
4825472,19992117,Nora,14-08-2014,100%,1,1,Seattle,WA,98117,United States,House,Private room,2,1,1,1,Real Bed,"{Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",35,300,"1,200.00",500,50,0,0,2,21,15,89,flexible,2.15
5500398,28529868,Xinwei,28-02-2015,N/A,1,1,Seattle,WA,98103,United States,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",66,420,"1,800.00",100,20,2,0,2,30,24,94,moderate,2.59
587584,2796016,Aexis,01-07-2012,100%,3,3,Seattle,WA,98103,United States,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Smoking Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",99,600,"2,200.00",500,80,4,25,2,365,11,100,moderate,0.26
1220816,6659833,Lori,30-05-2013,100%,1,1,Seattle,WA,98117,United States,House,Entire home/apt,7,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",89,,,,45,2,25,1,1125,56,90,strict,1.91
354453,62386,Lisa,12-12-2009,100%,4,4,Seattle,WA,98103,United States,House,Entire home/apt,4,,2,4,Real Bed,"{""Wireless Internet"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",150,700,"2,000.00",,50,4,50,2,28,0,,strict,
9576550,5388825,Jordan,18-03-2015,N/A,1,1,Seattle,WA,98103,United States,Apartment,Entire home/apt,1,1,1,1,Real Bed,"{Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",Essentials}",90,,,,,1,0,1,1125,0,,flexible,
3793790,17795956,Cris,07-07-2014,100%,2,2,Seattle,WA,98118,United States,House,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",45,250,900,,,1,20,1,1125,39,97,strict,2.3
9013210,12033608,Richard,07-02-2014,100%,1,1,Seattle,WA,98108,United States,House,Private room,2,1.5,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",60,,,,,1,0,1,10,3,100,flexible,1.25
9863457,50557855,Hua,05-12-2015,100%,2,2,Seattle,WA,98118,United States,Townhouse,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer""}",50,,,100,15,1,0,1,1125,0,,flexible,
23356,91286,Tonyhai,11-03-2010,N/A,2,2,Seattle,WA,98118,United States,House,Entire home/apt,10,2,3,3,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating}",215,"1,250.00","3,800.00",200,,6,20,3,730,6,83,strict,0.1
6425537,33529240,Kylie,16-05-2015,N/A,1,1,Seattle,WA,98118,United States,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",138,800,"3,250.00",,,1,0,1,1125,11,88,flexible,1.56
7921453,29543681,Luxe,18-03-2015,100%,4,4,Seattle,WA,98108,United States,Camper/RV,Entire home/apt,4,1,0,2,Real Bed,{},375,,,,,1,0,1,1125,0,,flexible,
8634897,45096683,Terri,25-09-2015,90%,1,1,Seattle,WA,98136,United States,House,Entire home/apt,6,2.5,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo}",270,,,300,55,4,10,2,1125,6,100,strict,2.09
3604931,18165306,Amy,15-07-2014,100%,1,1,Seattle,WA,98136,United States,House,Entire home/apt,9,4,5,5,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",495,,,300,150,1,0,3,1125,2,100,strict,0.24
6937492,36373396,Greg,21-06-2015,100%,1,1,Seattle,WA,98136,United States,House,Entire home/apt,4,1.5,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",165,,"3,950.00",,75,1,0,2,1125,14,91,moderate,2.46
1048798,5774906,Carter,04-04-2013,100%,1,1,Seattle,WA,98136,United States,House,Entire home/apt,4,2,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",129,"1,295.00","5,000.00",500,100,4,25,2,365,106,99,strict,3.23
613020,3040367,Mardee,24-07-2012,100%,1,1,Seattle,WA,98136,United States,House,Private room,2,1,1,2,Real Bed,"{""Cable TV"",""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",75,510,"2,010.00",,10,1,0,2,180,105,97,strict,2.51
9109293,47477765,Shirley,26-10-2015,N/A,1,1,Seattle,WA,98146,United States,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",80,,,200,,2,0,2,1125,0,,moderate,
6215943,31108433,Colleen,12-04-2015,100%,1,1,Seattle,WA,98136,United States,House,Entire home/apt,7,1.5,3,4,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",177,"1,200.00",,250,100,7,25,2,1125,7,90,strict,0.99
4069543,6584748,Sean,26-05-2013,100%,2,2,Seattle,WA,98136,United States,House,Private room,5,1.5,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",85,,,,,2,10,1,1125,67,98,flexible,4.17
3986788,13976883,Pauline,06-04-2014,100%,1,1,Seattle,WA,98136,United States,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",87,500,"1,850.00",100,35,2,30,3,1125,6,90,moderate,1.06
3968416,20495686,Martin & Carolyn,25-08-2014,100%,1,1,Seattle,WA,98136,United States,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",78,,,,,2,0,1,5,31,100,moderate,1.89
1806899,9469827,Bri,16-10-2013,100%,2,2,Seattle,WA,98144,United States,House,Private room,2,1.5,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector""}",60,425,"1,700.00",,,2,0,2,1125,70,96,moderate,3.39
6168769,1747753,Annette,13-02-2012,75%,1,1,Seattle,WA,98144,United States,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",80,450,"1,575.00",,25,1,10,1,90,4,100,flexible,1.12
8187592,27329128,Jorge,06-02-2015,N/A,2,2,Seattle,WA,98144,United States,Townhouse,Entire home/apt,4,2.5,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",180,,,300,80,1,15,1,1125,2,100,flexible,0.6
1925661,9975709,Beatriz,12-11-2013,100%,1,1,Seattle,WA,98144,United States,House,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",39,292,"1,029.00",300,35,1,35,2,1125,23,96,moderate,1.18
4760968,7740890,Daniel,26-07-2013,100%,1,1,Seattle,WA,98144,United States,House,Private room,2,1,1,1,Futon,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",60,450,"1,950.00",,5,1,0,1,25,64,98,flexible,4.91
3953365,18422078,Carol,19-07-2014,100%,3,3,Seattle,WA,98144,United States,House,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Breakfast,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",42,,,150,,1,0,1,3,57,96,moderate,3.44
4909327,20338967,Michael,21-08-2014,N/A,1,1,Seattle,WA,98144,United States,House,Private room,2,1.5,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",126,,,300,50,1,20,2,1125,14,97,moderate,2.05
7828509,14099568,Matthew,09-04-2014,100%,1,1,Seattle,WA,98144,United States,Apartment,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Heating,""First Aid Kit"",""Fire Extinguisher""}",60,,,,,1,0,1,1125,1,100,moderate,0.35
4903296,25243138,Mat,26-12-2014,N/A,1,1,Seattle,WA,98144,United States,House,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector""}",99,,,,,1,0,7,1125,0,,flexible,
1323634,862329,Prez & Cherie,24-07-2011,89%,11,11,Seattle,WA,98144,United States,House,Private room,3,2,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher""}",89,,,100,40,1,13,1,30,1,100,strict,0.04
571640,862329,Prez & Cherie,24-07-2011,89%,11,11,Seattle,WA,98144,United States,House,Private room,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher""}",79,,,100,40,1,15,1,30,7,90,strict,0.17
613151,862329,Prez & Cherie,24-07-2011,89%,11,11,Seattle,WA,98144,United States,House,Private room,6,1,1,4,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",169,,,100,65,1,16,1,60,4,87,strict,0.1
278192,862329,Prez & Cherie,24-07-2011,89%,11,11,Seattle,WA,98144,United States,House,Private room,3,1,1,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher""}",79,,,95,50,1,15,1,31,14,95,strict,0.3
571651,862329,Prez & Cherie,24-07-2011,89%,11,11,Seattle,WA,98144,United States,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",69,,,100,35,1,15,1,30,4,86,strict,0.16
7883181,14343317,Lacy,16-04-2014,86%,1,1,Seattle,WA,98144,United States,House,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",60,,,,,1,0,1,1125,4,90,flexible,0.96
7718139,301107,Perry,27-11-2010,N/A,4,4,Seattle,WA,98144,United States,Tent,Entire home/apt,4,0.5,1,2,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Hot Tub"",""Family/Kid Friendly"",""Fire Extinguisher"",Shampoo}",65,,,,,1,45,1,1125,4,100,flexible,0.79
6572501,9843873,Leo,06-11-2013,67%,1,1,Seattle,WA,98144,United States,Townhouse,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",260,"1,100.00","3,900.00",500,100,2,25,1,1125,0,,flexible,
4668327,9469827,Bri,16-10-2013,100%,2,2,Seattle,WA,98144,United States,House,Entire home/apt,2,1.5,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",100,660,"2,300.00",,35,2,10,2,1125,18,91,moderate,2.41
7636185,2777369,Angela & Herman,29-06-2012,100%,1,1,Seattle,WA,98144,United States,House,Entire home/apt,3,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",90,550,"2,500.00",250,50,2,20,1,1125,24,98,moderate,5.9
6421243,8284327,Anna,20-08-2013,100%,3,3,Seattle,WA,98144,United States,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",59,,,200,70,1,20,2,1125,14,86,strict,2.03
